CenINum,CenNom,CenFOpe,CenFecOpeIni,CenFecOpeFin,CenEmiFMDL,CenEmiFDpz,CenEmiDpz [tCO2e/GWh],CenFERNC,CenUbc,CenBar,CenFDua,CenDua,CenPotMax,CenPotMin,CenKxxx/kWh,CenCosVar,CenCosTrp,CenRenTer,CenCosOpe,CenDisEne,CenEtaCVar,CenEtaCTrp,CenConPro%,CenFInv,CenFecInv,CenVI,CenCOMA,CenVidUti,CenEtaCOMA,CenEmp,CenCmr,CenAux
1015,Termopacífico,T,*,*,F,T,757,F,SIC,Cardones 220,F,*,86.05755,0,0.239785,612.802,0,0.225,24.22,0.95,Termo Pacífico Diesel,*,0,F,*,0,0,24,*,Termopacífico,Termopacífico,Petróleo Diesel
1016,Guacolda 01,T,*,*,F,T,905,F,SIC,Maitencillo 220,F,*,142.88,0,0.36,96.529,0,0.396,1,0.979,Guacolda 01,*,0,F,*,0,0,24,*,GUACOLDA,GUACOLDA,Carbón
1017,Guacolda 02,T,*,*,F,T,905,F,SIC,Maitencillo 220,F,*,142.88,0,0.36,99.141,0,0.397,1,0.979,Guacolda 02,*,0,F,*,0,0,24,*,GUACOLDA,GUACOLDA,Carbón
1018,Guacolda 03,T,*,*,F,T,945,F,SIC,Maitencillo 220,F,*,137.104,0,0.376,88.005,0,0.382,2.1,0.979,Guacolda 03,*,0,F,*,0,0,24,*,GUACOLDA,GUACOLDA,Carbón
1019,Guacolda 04,T,*,*,F,T,945,F,SIC,Maitencillo 220,F,*,139.08,0,0.376,95.997,0,0.384,2,0.979,Guacolda 04,*,0,F,*,0,0,24,*,Guacolda S.A.,Guacolda S.A.,Carbón
1020,Huasco TG,T,*,*,F,T,1143,F,SIC,Maitencillo 220,F,*,57.681,0,0.362,586.903,0,0.348,7.86,0.64,Huasco TG Diesel,*,0,F,*,0,0,24,*,Endesa,Endesa,Petróleo Diesel
1021,Salvador FV,T,*,*,F,F,0,T,SIC,Diego de Almagro 220,F,*,68,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1022,Guacolda 05,T,*,*,F,T,945,F,SIC,Maitencillo 220,F,*,131.7,0,0.376,96.204,0,0.384,2,0.979,Guacolda 05,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Carbón
1023,Chañares,T,*,*,F,F,0,T,SIC,Diego de Almagro 220,F,*,34.94,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1024,Javiera,T,*,*,F,F,0,T,SIC,Diego de Almagro 220,F,*,65,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1025,Solar Esperanza,T,*,*,F,F,0,T,SIC,Diego de Almagro 220,F,*,2.8656,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1026,Solar Las Terrazas,T,*,*,F,F,0,T,SIC,Cardones 220,F,*,2.99,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1027,Trebal Mapocho,T,*,*,F,F,1143,T,SIC,Alto Jahuel 220,F,*,8.226,0,1,0,0,1,15,0.979,Trebal,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Biomasa
1028,Solar Hornitos,T,*,*,F,F,0,T,SIC,Cardones 220,F,*,0.318467159,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1029,Solar Santa Cecilia,T,*,*,F,F,0,T,SIC,Diego de Almagro 220,F,*,2.9452,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1030,Casas Blancas FV,T,*,*,F,F,0,T,SIC,Los Vilos 220,F,*,1.99,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1031,Lomas Coloradas FV,T,*,*,F,F,0,T,SIC,Los Vilos 220,F,*,1.99,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1032,El Peñón,T,*,*,F,T,713,F,SIC,Pan de Azucar 220,F,*,80.838,0,0.376,572.814,0,0.2193,28,0.979,El Peñón Diesel,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1033,El Arrayán,T,*,*,F,F,0,T,SIC,Pan de Azucar 220,F,*,114.9885,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1034,Punta Colorada 01 Fuel,T,*,*,F,T,1143,F,SIC,Punta Colorada 220,F,*,16.609,0,0.233,428.191,0,0.219,28.9,0.95,Punta Colorada Diesel,*,0,F,*,0,0,24,*,Barrick,Barrick,Petróleo Diesel
1035,Eolica Punta Colorada,T,*,*,F,F,0,T,SIC,Punta Colorada 220,F,*,19.998,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Barrick,Barrick,Eolica
1036,Eolica Canela 01,T,*,*,F,F,0,T,SIC,Las Palmas 220,F,*,17.9685,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Endesa-Eco,Endesa-Eco,Eolica
1037,Eolica Canela 02,T,*,*,F,F,0,T,SIC,Las Palmas 220,F,*,59.4,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Endesa-Eco,Endesa-Eco,Eolica
1038,Monte Redondo,T,*,*,F,F,0,T,SIC,Las Palmas 220,F,*,47.52,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1039,Eolica Totoral,T,*,*,F,F,0,T,SIC,Las Palmas 220,F,*,45.54,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,SN Power,SN Power,Eolica
1040,Los Cururos,T,*,*,F,F,0,T,SIC,Las Palmas 220,F,*,109.58904,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1041,Espinos 01,T,*,*,F,T,713,F,SIC,Los Vilos 220,F,*,100,0,0.376,608.619,0,0.221,26.4,0.95,Espinos Diesel,*,0,F,*,0,0,24,*,Termoelectrica Los Espinos,Termoelectrica Los Espinos,Petróleo Diesel
1042,Espinos 02,T,*,*,F,T,713,F,SIC,Los Vilos 220,F,*,24,0,0.376,608.619,0,0.221,67.8,0.95,Espinos Diesel,*,0,F,*,0,0,24,*,Termoelectrica Los Espinos,Termoelectrica Los Espinos,Petróleo Diesel
1043,Olivos 01,T,*,*,F,T,3158,F,SIC,Los Vilos 220,F,*,93,0,1,608.608,0,0.231,30.4,0.95,Olivos Diesel,*,0,F,*,0,0,24,*,POTENCIA S.A.,POTENCIA S.A.,Petróleo Diesel
1044,Olivos 02,T,*,*,F,T,3158,F,SIC,Los Vilos 220,F,*,22.2,0,1,608.608,0,0.231,69.7,0.95,Olivos Diesel,*,0,F,*,0,0,24,*,POTENCIA S.A.,POTENCIA S.A.,Petróleo Diesel
1045,Talinay Oriente,T,*,*,F,F,0,T,SIC,Las Palmas 220,F,*,89.991,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1046,Punta Palmeras,T,*,*,F,F,0,T,SIC,Las Palmas 220,F,*,44.7489,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1047,Talinay Poniente,T,*,*,F,F,0,T,SIC,Pan de Azucar 220,F,*,60.261852,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1048,Monte Patria,T,*,*,F,T,3158,F,SIC,Los Vilos 220,F,*,9,0,1,369.067,0,0.231,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1049,Punitaqui,T,*,*,F,T,3158,F,SIC,Los Vilos 220,F,*,9,0,1,369.067,0,0.231,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1050,Tambo Real,T,*,*,F,F,0,T,SIC,Pan de Azucar 220,F,*,2.926388889,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1051,SDGx01,T,*,*,F,F,0,T,SIC,Los Vilos 220,F,*,1.25,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1052,Los Vientos,T,*,*,F,T,805,F,SIC,Las Vegas 110,F,*,131.34,0,0.255,613.956,0,0.267,2.95,0.979,Los Vientos TG Diesel,*,0,F,*,0,0,24,*,AES GENER,AES GENER,Petróleo Diesel
1053,Las Vegas,T,*,*,F,T,855,F,SIC,Las Vegas 110,F,*,2.09895,0,0.271,587.787,0,0.2414,32.845,0.95,Las Vegas Diesel,*,0,F,*,0,0,24,*,TECNORED,TECNORED,Petróleo Diesel
1054,Ventanas 01,T,*,*,F,T,1043,F,SIC,Nogales 220,F,*,113.4,0,0.415,108.546,0,0.415,2.18,0.931,Ventanas 1,*,0,F,*,0,0,24,*,AES GENER,AES GENER,Carbón
1055,Ventanas 02,T,*,*,F,T,998,F,SIC,Nogales 220,F,*,208.56,0,0.397,110.815,0,0.397,1.38,0.979,Ventanas 2,*,0,F,*,0,0,24,*,AES GENER,AES GENER,Carbón
1056,Campiche,T,*,*,F,T,945,F,SIC,Nogales 220,F,*,248.9888,0,0.375,102.323,0,0.38,5.55,0.979,Campiche,*,0,F,*,0,0,24,*,AES GENER,AES GENER,Carbón
1057,Los Colorados 01,T,*,*,F,F,1143,T,SIC,Polpaico 220,F,*,2,0,1,0,0,1.6543,11.57,0.967,Loma Los Colorados,*,0,F,*,0,0,24,*,KDM,KDM,Biomasa
1058,Los Colorados 02,T,*,*,F,F,1143,T,SIC,Polpaico 220,F,*,18.2,0,1,0,0,2.33,10.25,0.967,Loma Los Colorados,*,0,F,*,0,0,24,*,KDM,KDM,Biomasa
1059,Con Con,T,*,*,F,T,845,F,SIC,Quillota 110,F,*,2.3,0,0.268,583.716,0,0.2414,35.199,0.95,Con Con Diesel,*,0,F,*,0,0,24,*,TECNORED,TECNORED,Petróleo Diesel
1060,Nueva Ventanas,T,*,*,F,T,945,F,SIC,Nogales 220,F,*,248.9888,0,0.376,101.169,0,0.38,5.55,0.979,Nueva Ventanas,*,0,F,*,0,0,24,*,AES GENER,AES GENER,Carbón
1061,Colmito GNL TP,T,*,MesAbr-2016,F,T,823,F,SIC,San Luis 220,F,*,57.71,0,0.239785,0,0,0.263412,10.2,0.95,Colmito GNL ToP,*,0,F,*,0,0,24,*,HIDROELECTRICA LA HIGUERA,HIDROELECTRICA LA HIGUERA,GNL
1062,Colmito GNL ,T,*,MesMar-2018,F,T,823,F,SIC,San Luis 220,F,*,57.71,0,0.239785,322.878,0,0.263412,10.2,0.95,Colmito GNL,*,0,F,*,0,0,24,*,HIDROELECTRICA LA HIGUERA,HIDROELECTRICA LA HIGUERA,GNL
1063,Colmito Diesel,T,MesMay-2016,*,F,T,823,F,SIC,San Luis 220,F,*,57.71,0,0.239785,594.465,0,0.24828,14.3,0.95,Colmito Diesel,*,0,F,*,0,0,24,*,HIDROELECTRICA LA HIGUERA,HIDROELECTRICA LA HIGUERA,Petróleo Diesel
1064,Laguna Verde,T,*,*,F,T,2137,F,SIC,Agua Santa 110,F,*,45.12,0,0.85,589.815,0,0.412,7.86,0.5,Laguna Verde Diesel,*,0,F,*,0,0,24,*,AES GENER,AES GENER,Petróleo Diesel
1065,Laguna Verde TG,T,*,*,F,T,834,F,SIC,Agua Santa 110,F,*,17.919,0,0.264,589.815,0,0.264,11.42,0.95,Laguna Verde Diesel,*,0,F,*,0,0,24,*,AES GENER,AES GENER,Petróleo Diesel
1066,Placilla,T,*,*,F,T,2137,F,SIC,Agua Santa 110,F,*,3,0,0.85,584.474,0,0.2363,29.35,0.95,Placilla Diesel,*,0,F,*,0,0,24,*,TECNORED,TECNORED,Petróleo Diesel
1067,Quintay,T,*,*,F,T,2137,F,SIC,Agua Santa 110,F,*,3,0,0.85,586.713,0,0.2363,29.979,0.95,Quintay Diesel,*,0,F,*,0,0,24,*,TECNORED,TECNORED,Petróleo Diesel
1068,Totoral,T,*,*,F,T,2137,F,SIC,Agua Santa 110,F,*,3,0,0.85,588.761,0,0.2363,34.591,0.95,El Totoral Diesel,*,0,F,*,0,0,24,*,TECNORED,TECNORED,Petróleo Diesel
1069,Tomaval 1,T,*,*,F,T,2137,F,SIC,Las Vegas 110,F,*,1,0,0.85,369.067,0,0.322426786,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1070,Casablanca 1,T,*,*,F,T,2137,F,SIC,Agua Santa 110,F,*,1.6,0,0.85,369.067,0,0.231494414,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,TECNORED,TECNORED,Petróleo Diesel
1071,Casablanca 2,T,*,*,F,T,2137,F,SIC,Agua Santa 110,F,*,0.9,0,0.85,369.067,0,0.231494414,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,TECNORED,TECNORED,Petróleo Diesel
1072,Tapihue,T,*,*,F,T,868,F,SIC,San Luis 220,F,*,6.4,0,0.275,280.131,0,0.293,25.2,0.979,GNL,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,GNL
1073,Bio Cruz,T,*,*,F,T,868,F,SIC,Las Vegas 110,F,*,1.8,0,0.275,369.067,0,0.3365,3.87,0.979,Bio Cruz,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,GNL
1074,Tomaval 2,T,*,*,F,T,868,F,SIC,Las Vegas 110,F,*,1.6,0,0.275,369.067,0,0.322426786,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,GNL
1075,Renca,T,*,*,F,T,1153,F,SIC,Cerro Navia 110,F,*,92,0,0.365,591.915,0,0.365,3.64,0.89,Renca Diesel,*,0,F,*,0,0,24,*,ELÉCTRICA SANTIAGO,ELÉCTRICA SANTIAGO,Petróleo Diesel
1076,Ucuquer II Eólico,T,*,*,F,F,0,T,SIC,Melipilla 220,F,*,10.5,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1077,Santa Marta 01,T,*,*,F,F,1143,T,SIC,Alto Jahuel 220,F,*,13.499988,0,1,0,0,518,15,0.967,Santa Marta,*,0,F,*,0,0,24,*,SANTA MARTA,SANTA MARTA,Biomasa
1078,Santa Marta 02,T,*,*,F,F,1143,T,SIC,Alto Jahuel 220,F,*,3.932,0,1,0,0,518,15,0.967,Santa Marta,*,0,F,*,0,0,24,*,SANTA MARTA,SANTA MARTA,Biomasa
1079,Esperanza 01,T,*,*,F,T,1283,F,SIC,Itahue 154,F,*,18.612,0,0.406,642.791,0,0.34,9.1,0.95,Esperanza TG Diesel,*,0,F,*,0,0,24,*,ENOR CHILE,ENOR CHILE,Petróleo Diesel
1080,Esperanza 02,T,*,*,F,T,821,F,SIC,Itahue 154,F,*,1.593733333,0,0.26,646.368,0,0.225,28.2,0.95,Esperanza DS Diesel,*,0,F,*,0,0,24,*,ENOR CHILE,ENOR CHILE,Petróleo Diesel
1081,Esperanza 03,T,*,*,F,T,851,F,SIC,Itahue 154,F,*,1.791,0,0.26944,646.368,0,0.222,25.7,0.95,Esperanza DS Diesel,*,0,F,*,0,0,24,*,ENOR CHILE,ENOR CHILE,Petróleo Diesel
1082,Colihues,T,*,*,F,T,757,F,SIC,Itahue 154,F,*,21.175,0,1,378.151,0,0.214,22.18,0.95,Colihues HFO,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1083,Estancilla,T,*,*,F,T,1153,F,SIC,Alto Jahuel 220,F,*,3,0,0.365,369.067,0,0.228,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1084,Techos de Altamira,T,*,*,F,F,0,T,SIC,Polpaico 220,F,*,0.15,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Solar
1085,Tamm,T,*,*,F,F,1143,T,SIC,Itahue 154,F,*,0.18145,0,1,0,0,1,15,0.979,Tamm,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Biomasa
1086,Las Pampas,T,*,*,F,F,1143,T,SIC,Alto Jahuel 220,F,*,0.37,0,1,0,0,1,15,0.979,Las Pampas,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Biomasa
1087,Santa Irene,T,*,*,F,F,1143,T,SIC,Itahue 154,F,*,0.37,0,1,0,0,1,15,0.979,Santa Irene,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Biomasa
1088,San Francisco TG,F,*,*,F,T,976,F,SIC,Itahue 154,F,*,25.547599,0,0.309,616.635,0,0.309,1,0.95,Emelda Diesel,*,0,F,*,0,0,24,*,AES GENER,AES GENER,Petróleo Diesel
1089,Energía Pacífico,T,*,*,F,F,1143,T,SIC,Itahue 154,F,*,14.3052,0,1,31.815,0,1.5625,9.83,0.967,Energía Pacífico,*,0,F,*,0,0,24,*,ENERGIA PACIFICO S.A.,ENERGIA PACIFICO S.A.,Desechos Forestales
1090,Newen,T,*,*,F,T,715,F,SIC,Charrua 220,F,*,13.65504202,0,0.226,945.501,0,0.28675,7.49,0.95,Newén Diesel,*,0,F,*,0,0,24,*,Gassur,Gassur,Petróleo Diesel
1091,Curauma,T,*,*,F,T,2137,F,SIC,Agua Santa 110,F,*,2.5,0,0.85,369.067,0,0.231494414,69.7,0.979,Diesel CNE,*,0,F,*,0,0,24,*,TECNORED,TECNORED,Petróleo Diesel
1092,Ucuquer I,T,*,*,F,F,0,T,SIC,Melipilla 220,F,*,7.1,0,1,0,0,1,0,1,*,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Eolica
1093,Teno,T,*,*,F,T,713,F,SIC,Itahue 154,F,*,58.882,0,0.376,598.773,0,0.2193,28,0.979,Teno Diesel,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1094,Cementos Bio Bio,T,*,*,F,T,757,F,SIC,Itahue 154,F,*,13.532,0,1,376.502,0,0.218,16.71,0.95,Cementos Bio Bio FO6,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Petróleo Diesel
1095,Maule,T,*,*,F,T,940,F,SIC,Itahue 154,F,*,6,0,0.2976,658.584,0,0.281746032,39.27,0.95,Maule Diesel,*,0,F,*,0,0,24,*,CEN,CEN,Petróleo Diesel
1096,Celco 01,T,*,*,F,F,1143,F,SIC,Itahue 154,F,*,3,0,1,4.5,0,5.44,1.9,0.967,Celco 01,*,0,F,*,0,0,24,*,ARAUCO GENERACIÓN,ARAUCO GENERACIÓN,Biomasa-Licor Negro-Petróleo N°6
1097,Celco 02,T,*,*,F,F,1143,F,SIC,Itahue 154,F,*,2,0,1,4.5,0,5.44,1.9,0.967,Celco 02,*,0,F,*,0,0,24,*,ARAUCO GENERACIÓN,ARAUCO GENERACIÓN,Biomasa-Licor Negro-Petróleo N°6
1098,Celco 03,T,*,*,F,F,1143,F,SIC,Itahue 154,F,*,3,0,1,395.411,0,0.31,1.9,0.967,Celco 03,*,0,F,*,0,0,24,*,ARAUCO GENERACIÓN,ARAUCO GENERACIÓN,Biomasa-Licor Negro-Petróleo N°6
1099,Constitución Elektragen,T,*,*,F,T,940,F,SIC,Itahue 154,F,*,9,0,0.2976,658.584,0,0.281746032,39.27,0.95,Elektragen Diesel,*,0,F,*,0,0,24,*,ELEKTRAGEN GENERACIÓN,ELEKTRAGEN GENERACIÓN,Petróleo Diesel
1100,licanten 00,T,*,*,F,F,1143,T,SIC,Itahue 154,F,*,5.905346525,0,1,6.4,0,6.06,1.9,0.984224421,Licanten 01,*,0,F,*,0,0,24,*,ARAUCO GENERACIÓN,ARAUCO GENERACIÓN,Biomasa-Licor Negro-Petróleo N°6
1101,licanten 01,F,*,*,F,F,1143,T,SIC,Itahue 154,F,*,5.905346525,0,1,6.4,0,6.06,1.9,0.984224421,Licanten 01,*,0,F,*,0,0,24,*,ARAUCO GENERACIÓN,ARAUCO GENERACIÓN,Biomasa-Licor Negro-Petróleo N°6
1102,Linares,T,*,*,F,T,691,F,SIC,Itahue 154,F,*,0.5,0,0.2187,602.413,0,0.22355,45.591,0.95,Linares Diesel,*,0,F,*,0,0,24,*,TECNORED,TECNORED,Petróleo Diesel
1103,San Gregorio,T,*,*,F,T,691,F,SIC,Itahue 154,F,*,0.5,0,0.2187,602.413,0,0.22355,45.591,0.95,San Gregorio Diesel,*,0,F,*,0,0,24,*,TECNORED,TECNORED,Petróleo Diesel
1104,Viñales 01,T,*,*,F,F,1143,T,SIC,Itahue 154,F,*,6,0,1,0.389,0,5.48,0,0.967,Viñales 01,*,0,F,*,0,0,24,*,ARAUCO GENERACIÓN,ARAUCO GENERACIÓN,Biomasa-Licor Negro-Petróleo N°6
1105,Viñales 02,T,*,*,F,F,1143,T,SIC,Itahue 154,F,*,10,0,1,4.033,0,5.48,4.1,0.967,Viñales 02,*,0,F,*,0,0,24,*,ARAUCO GENERACIÓN,ARAUCO GENERACIÓN,Biomasa-Licor Negro-Petróleo N°6
1106,Viñales 03,T,*,*,F,F,1143,T,SIC,Itahue 154,F,*,6,0,1,45,0,1,0,0.967,Viñales 03,*,0,F,*,0,0,24,*,ARAUCO GENERACIÓN,ARAUCO GENERACIÓN,Biomasa-Licor Negro-Petróleo N°6
1107,Curicó,T,*,*,F,T,945,F,SIC,Itahue 154,F,*,2,0,0.376,76.099,0,0.979,0,0.979,Carbón CNE,*,0,F,*,0,0,24,*,Plan de Obra,Plan de Obra,Carbón
1108,Constitucion,F,*,MesNov-2012,F,F,1143,T,SIC,Itahue 154,F,*,7,0,1,0,0,1,0,0.967,*,*,0,F,*,0,0,24,*,ENERGÍA VERDE,ENERGÍA VERDE,Desechos Forestales
1109,Nueva Aldea 01,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,14,0,1,3.5,0,5.65,5,0.967,Nueva Aldea 01,*,0,F,*,0,0,24,*,ARAUCO GENERACIÓN,ARAUCO GENERACIÓN,Biomasa-Licor Negro-Petróleo N°6
1110,Nueva Aldea 02 Diesel,F,*,*,F,T,979,F,SIC,Charrua 220,F,*,10,0,0.31,603.682,0,0.286,12,0.967,Nueva Aldea 02,*,0,F,*,0,0,24,*,ARAUCO GENERACIÓN,ARAUCO GENERACIÓN,Petróleo Diesel
1111,Nueva Aldea 03,T,*,*,F,F,1143,T,SIC,Charrua 220,F,*,37,0,1,0,0,1.33,0,0.967,Nueva Aldea 03,*,0,F,*,0,0,24,*,ARAUCO GENERACIÓN,ARAUCO GENERACIÓN,Licor Negro-Petróleo N°6
1112,Yungay 01 Diesel,T,*,*,F,T,713,F,SIC,Charrua 220,F,*,52.399,0,0.2607,708.572,0,0.28,22.7,0.95,Yungay Diesel,*,0,F,*,0,0,24,*,Campanario,Campanario,Petróleo Diesel
1113,Yungay 02 Diesel,T,*,*,F,T,713,F,SIC,Charrua 220,F,*,52.092,0,0.2607,708.572,0,0.252,22.7,0.95,Yungay Diesel,*,0,F,*,0,0,24,*,Campanario,Campanario,Petróleo Diesel
1114,Yungay 03 Diesel,T,*,*,F,T,713,F,SIC,Charrua 220,F,*,52.399,0,0.2607,708.572,0,0.28,22.7,0.95,Yungay Diesel,*,0,F,*,0,0,24,*,Campanario,Campanario,Petróleo Diesel
